"site","tree","lat","year","Date","DD","Growth","Survival","Live"
1,1,40.380634855362,1970,115.495642474093,160.570255566867,61.3685163821441,0.999623811854345,1
1,2,40.380634855362,1970,118.495874894502,158.989573782381,43.7718167945881,0.843352091139426,1
1,3,40.380634855362,1970,115.883561746865,159.926245183341,44.7466276906848,0.944110953492995,1
1,4,40.380634855362,1970,110.988927945993,161.128223137385,48.2000351837531,0.956852453289676,1
1,5,40.380634855362,1970,120.994572604503,157.377813319144,50.0223704540189,0.975958409522662,1
1,1,40.380634855362,1972,114.231499687728,160.612041238997,56.2961455025445,0.998339767170275,1
1,2,40.380634855362,1972,119.777250439822,158.133001496524,48.7103797930809,0.958676275248198,1
1,3,40.380634855362,1972,116.121545558987,158.912240567136,44.1553879002379,0.928343272103751,1
1,4,40.380634855362,1972,111.420709805584,159.96219327945,53.4329084389129,0.990836772293312,1
1,5,40.380634855362,1972,120.5927601761,157.572597180238,54.9271010371985,0.994707185025178,1
1,1,40.380634855362,1974,115.06155942658,162.925184728503,53.4764499761583,0.996275168760284,1
1,2,40.380634855362,1974,116.745438946583,159.346357188962,43.651630345482,0.819913063379533,1
1,3,40.380634855362,1974,113.161764909555,163.19535157543,47.3726806959066,0.971091526330311,1
1,4,40.380634855362,1974,110.295478022639,163.322890275771,49.9654572463682,0.974645255472699,1
1,5,40.380634855362,1974,120.463689872413,159.192982024193,54.0325695709182,0.992545517482317,1
1,1,40.380634855362,1976,114.557547806695,162.106016091928,60.3156984997575,0.999478419742976,1
1,2,40.380634855362,1976,118.458322166009,161.135136604552,48.545091740415,0.953610528371112,1
1,3,40.380634855362,1976,112.805621784785,164.67815508447,39.9087137753439,0.798260507450077,1
1,4,40.380634855362,1976,112.085629750717,160.885953362691,53.9063797383263,0.99022940415267,1
1,5,40.380634855362,1976,119.364254758753,160.423804419411,51.8996465423139,0.98653634252323,1
1,1,40.380634855362,1978,114.185611968986,162.937655627203,57.5918219841186,0.998843646876422,1
1,2,40.380634855362,1978,116.598193840896,162.952829087078,42.4926360062442,0.756961793866804,0
1,3,40.380634855362,1978,115.099365854986,164.680944411144,45.409719535392,0.949203690501454,1
1,4,40.380634855362,1978,113.209683474353,161.923142972671,49.3337424188561,0.968748854696063,1
1,5,40.380634855362,1978,118.055827762639,161.532193426018,56.1604238722306,0.995964232163606,1
1,1,40.380634855362,1980,113.641961887686,164.982511374379,54.529849627256,0.997734663909044,1
1,2,40.380634855362,1980,NA,NA,NA,0.727964992531297,0
1,3,40.380634855362,1980,114.178421147321,163.551196288193,38.9659706669761,0.716582641598577,1
1,4,40.380634855362,1980,109.599439681591,164.465808295714,49.7007072054453,0.972248990160753,1
1,5,40.380634855362,1980,116.627895062339,164.759736121574,53.4204373491952,0.993305655619985,0
1,1,40.380634855362,1982,114.922238699927,163.848954128874,56.6231467613816,0.998425392373358,1
1,2,40.380634855362,1982,NA,NA,NA,0.858276799153598,0
1,3,40.380634855362,1982,113.155852928883,162.776701267023,39.673501957943,0.801735382799203,1
1,4,40.380634855362,1982,108.527485962018,165.250846403291,48.8272838395233,0.966058188955618,1
1,5,40.380634855362,1982,NA,NA,NA,0.983863154853625,0
1,1,40.380634855362,1984,114.328075964829,164.778221372196,57.9585196023444,0.999110055031547,1
1,2,40.380634855362,1984,NA,NA,NA,0.941442619587672,0
1,3,40.380634855362,1984,110.758254699995,166.435364843859,37.9650896437786,0.7237084815398,1
